user_id,gender,married,has_children,home_country,home_city,home_airport,age,amount_only_flight_trips,amount_only_hotel_trips,amount_pauschal_trips,seats,hotel_revenue_w_discount,flight_revenue_w_discount,rooms,nights,checked_bags,cancellation,amount_unique_destinations,fav_hotel,amount_total_trips,total_revenue_w_discount,segment,revenue_per_trip,revenue_per_person,hotel_revenue_per_trip
441205,F,True,True,usa,san antonio,RND,49,2.0,0.0,0.0,1.0,0.0,797.74,,,0.5,0,2.0,,2.0,797.74,Other,398.87,797.74,
441982,F,False,False,usa,new york,JFK,49,2.0,0.0,3.0,1.4,2418.0,1848.183,1.0,2.6666666666666665,0.4,0,4.0,,5.0,4266.183,Other,853.2366,3047.273571428572,181.35000000000002
442718,F,True,True,usa,new york,JFK,51,2.0,0.0,2.0,1.25,1264.8,4080.4395,1.5,5.0,0.25,0,4.0,,4.0,5345.2395,Other,1336.309875,4276.1916,42.16
447737,F,False,False,canada,calgary,YYC,44,1.0,0.0,2.0,1.3333333333333333,229.6,3220.52,1.5,1.5,1.0,0,2.0,,3.0,3450.12,Other,1150.04,2587.59,34.01481481481481
447951,F,False,False,usa,columbus,LCK,44,0.0,0.0,2.0,,676.0,0.0,1.0,1.5,,0,0.0,,2.0,676.0,Other,338.0,,225.33333333333334
448025,F,False,False,canada,montreal,YHU,31,0.0,0.0,1.0,1.0,608.0,147.12,1.0,4.0,0.0,0,1.0,,1.0,755.12,Other,755.12,755.12,152.0
448154,F,False,False,usa,los angeles,LAX,57,1.0,0.0,1.0,3.0,1806.0,8185.48,2.0,7.0,0.0,0,2.0,,2.0,9991.48,Other,4995.74,3330.4933333333333,64.5
449326,F,False,False,canada,halifax,YAW,41,0.0,0.0,2.0,1.0,715.0,1293.06,1.0,3.5,0.5,0,2.0,,2.0,2008.06,Other,1004.03,2008.06,102.14285714285714
453168,F,True,False,usa,new york,LGA,48,1.0,0.0,3.0,1.0,728.0,1326.442,1.0,3.0,0.5,0,4.0,,4.0,2054.442,Other,513.6105,2054.442,60.666666666666664
458762,F,True,True,canada,montreal,YHU,42,3.0,1.0,0.0,1.0,425.0,720.72,1.0,5.0,1.0,0,3.0,,4.0,1145.72,Other,286.43,1145.72,21.25
458814,F,False,False,usa,oklahoma city,OKC,34,1.0,1.0,2.0,1.6666666666666667,4386.0,1227.479,1.6666666666666667,4.333333333333333,0.0,0,3.0,,4.0,5613.479,Other,1403.36975,3368.0874,151.82307692307694
459229,F,True,False,usa,new york,LGA,43,1.0,0.0,3.0,1.75,5252.0,12978.553999999998,2.0,6.333333333333333,0.5,0,4.0,,4.0,18230.553999999996,Other,4557.638499999999,10417.459428571427,103.65789473684211
460072,M,False,False,usa,kansas city,MCI,51,0.0,1.0,1.0,1.0,1420.6999999999998,335.73,1.0,4.0,0.0,0,1.0,,2.0,1756.4299999999998,Other,878.2149999999999,1756.4299999999998,177.58749999999998
460553,F,True,True,usa,laredo,LRD,57,0.0,2.0,1.0,1.0,3853.0,513.07,1.0,8.666666666666666,1.0,0,1.0,,3.0,4366.07,Other,1455.3566666666666,4366.07,148.1923076923077
461559,F,False,False,canada,victoria,YYJ,34,1.0,0.0,3.0,1.0,946.8,1155.87,1.0,3.6666666666666665,0.5,0,4.0,,4.0,2102.67,Other,525.6675,2102.67,64.55454545454545
462894,F,False,False,usa,columbus,LCK,53,1.0,0.0,0.0,1.0,0.0,490.43,,,1.0,0,1.0,,1.0,490.43,Other,490.43,490.43,
463867,F,False,False,usa,detroit,DTW,33,0.0,0.0,2.0,1.0,275.0,501.51,1.0,1.0,1.0,0,2.0,,2.0,776.51,Other,388.255,776.51,137.5
464239,F,False,False,usa,columbus,CMH,51,0.0,0.0,3.0,1.0,941.0,825.05,1.0,2.333333333333333,0.3333333333333333,0,3.0,,3.0,1766.05,Other,588.6833333333333,1766.05,134.42857142857144
465138,F,False,False,usa,birmingham,BHM,39,0.0,0.0,4.0,1.0,2224.0,845.97,1.0,2.5,0.75,0,4.0,,4.0,3069.9700000000003,Other,767.4925000000001,3069.9700000000003,222.4
465531,F,True,False,usa,newark,EWR,36,0.0,0.0,2.0,1.0,792.0,405.71,1.0,3.5,0.0,0,2.0,,2.0,1197.71,Other,598.855,1197.71,113.14285714285714
465568,F,True,True,usa,el paso,BIF,51,0.0,1.0,0.0,,525.6,0.0,1.0,3.0,,0,0.0,,1.0,525.6,Other,525.6,,175.20000000000002
469824,F,False,False,usa,los angeles,LAX,53,0.0,1.0,2.0,1.0,2130.0,190.25,1.3333333333333333,5.0,1.0,0,2.0,,3.0,2320.25,Other,773.4166666666666,2320.25,106.5
471649,F,True,True,usa,fort worth,FTW,49,0.0,1.0,0.0,,96.0,0.0,1.0,4.0,,0,0.0,,1.0,96.0,Other,96.0,,24.0
471935,F,True,False,usa,laredo,LRD,50,0.0,1.0,2.0,1.5,1440.0,2294.66,1.3333333333333333,2.0,0.0,0,2.0,,3.0,3734.66,Other,1244.8866666666665,2489.773333333333,180.0
471946,F,True,True,usa,santa ana,SNA,47,0.0,1.0,0.0,,282.0,0.0,1.0,3.0,,0,0.0,,1.0,282.0,Other,282.0,,94.0
472446,F,False,False,canada,toronto,YZD,19,1.0,0.0,1.0,,420.0,0.0,1.0,1.0,,0,0.0,,2.0,420.0,Other,210.0,,210.0
474261,F,False,False,canada,toronto,YZD,36,0.0,2.0,1.0,,2852.0,0.0,1.0,6.666666666666667,,0,0.0,,3.0,2852.0,Other,950.6666666666666,,142.6
475060,F,False,False,usa,new york,LGA,33,0.0,0.0,2.0,1.0,668.0,295.48,1.0,3.0,1.0,0,2.0,,2.0,963.48,Other,481.74,963.48,111.33333333333333
475531,F,False,False,usa,detroit,YIP,40,1.0,0.0,3.0,1.0,649.0,1319.8,1.0,2.0,0.75,0,3.0,,4.0,1968.8,Other,492.2,1968.8,81.125
476124,F,False,False,canada,edmonton,YED,37,0.0,0.0,3.0,1.0,1253.0,1224.9924999999998,1.0,2.6666666666666665,0.6666666666666666,0,3.0,,3.0,2477.9925,Other,825.9975,2477.9925,156.62500000000003
476270,M,False,False,canada,edmonton,YXD,53,0.0,1.0,2.0,1.0,2251.0,627.29,1.0,4.333333333333333,0.5,0,2.0,,3.0,2878.29,Other,959.43,2878.29,173.15384615384616
476535,F,False,True,canada,vancouver,YVR,50,1.0,0.0,3.0,1.0,269.05,1792.21,1.0,1.3333333333333333,0.75,0,4.0,,4.0,2061.26,Other,515.315,2061.26,50.446875000000006
476742,M,False,True,usa,orlando,ORL,50,1.0,1.0,0.0,,2249.1,0.0,1.0,9.0,,0,0.0,,2.0,2249.1,Other,1124.55,,124.94999999999999
476956,F,False,False,canada,montreal,YUL,30,0.0,1.0,2.0,1.0,1097.0,965.52,1.0,2.333333333333333,0.0,0,2.0,,3.0,2062.52,Other,687.5066666666667,2062.52,156.71428571428575
477597,F,True,True,usa,san diego,SAN,49,0.0,0.0,2.0,,591.0,0.0,1.0,2.0,,0,0.0,,2.0,591.0,Other,295.5,,147.75
477730,F,False,False,usa,san diego,SAN,47,0.0,0.0,5.0,1.2,5655.5,4865.92,1.2,3.8,0.0,0,4.0,,5.0,10521.42,Other,2104.284,8767.85,248.04824561403507
477805,F,False,False,usa,nashville,BNA,35,0.0,1.0,0.0,,2000.0,0.0,1.0,10.0,,0,0.0,,1.0,2000.0,Other,2000.0,,200.0
478291,F,True,True,usa,new york,LGA,49,0.0,0.0,2.0,1.0,494.0,802.3199999999999,1.0,1.0,1.0,0,2.0,,2.0,1296.32,Other,648.16,1296.32,247.0
478533,F,True,False,usa,phoenix,PHX,50,0.0,0.0,1.0,1.0,348.0,445.66,1.0,4.0,0.0,0,1.0,,1.0,793.6600000000001,Other,793.6600000000001,793.6600000000001,87.0
478801,F,True,False,usa,wichita,ICT,51,0.0,0.0,3.0,1.0,357.0,954.22,1.0,1.6666666666666667,0.6666666666666666,0,3.0,,3.0,1311.22,Other,437.0733333333333,1311.22,71.39999999999999
479078,M,False,False,usa,san francisco,SFO,20,0.0,0.0,1.0,,870.0,0.0,1.0,6.0,,0,0.0,,1.0,870.0,Other,870.0,,145.0
480877,F,True,False,usa,columbus,LCK,50,1.0,0.0,3.0,1.25,1499.0,1361.404,1.3333333333333333,1.6666666666666667,1.0,0,3.0,,4.0,2860.404,Other,715.101,2288.3232,168.6375
481358,F,False,False,usa,dallas,DAL,20,1.0,0.0,0.0,,0.0,0.0,,,,0,0.0,,1.0,0.0,Other,0.0,,
481772,F,False,False,usa,oakland,OAK,35,1.0,2.0,0.0,1.0,9588.0,84.932,1.0,17.0,1.0,0,1.0,,3.0,9672.932,Other,3224.3106666666667,9672.932,188.0
482335,F,False,False,usa,houston,HOU,44,0.0,1.0,0.0,,228.0,0.0,1.0,2.0,,0,0.0,,1.0,228.0,Other,228.0,,114.0
482424,F,False,False,usa,portland,PDX,42,0.0,1.0,3.0,1.3333333333333333,2066.0,1537.664,1.25,2.5,0.6666666666666666,0,3.0,,4.0,3603.6639999999998,Other,900.9159999999999,2702.748,165.28
482602,F,False,False,usa,chicago,MDW,46,2.0,0.0,2.0,1.75,490.0,3340.56,1.0,2.0,0.5,0,4.0,,4.0,3830.56,Other,957.64,2188.8914285714286,61.25
482621,F,True,True,usa,new york,LGA,49,0.0,1.0,1.0,,2334.0,0.0,1.5,6.0,,0,0.0,,2.0,2334.0,Other,1167.0,,129.66666666666666
483525,F,True,True,canada,edmonton,YED,47,0.0,0.0,1.0,1.0,306.0,360.81,1.0,2.0,1.0,0,1.0,,1.0,666.81,Other,666.81,666.81,153.0
484418,F,True,False,usa,new york,JFK,39,0.0,0.0,3.0,1.0,1057.0,1312.46,1.0,3.6666666666666665,0.6666666666666666,0,3.0,,3.0,2369.46,Other,789.82,2369.46,96.0909090909091
485505,F,False,False,usa,phoenix,PHX,29,0.0,0.0,2.0,1.5,1110.0,386.483,1.5,2.0,1.0,0,2.0,,2.0,1496.483,Other,748.2415,997.6553333333333,185.0
485785,F,False,False,usa,anchorage,EDF,33,1.0,1.0,1.0,1.0,1256.0,1664.63,1.5,2.5,1.0,0,2.0,,3.0,2920.63,Other,973.5433333333334,2920.63,111.64444444444446
486261,F,False,False,usa,kansas city,MCI,39,0.0,1.0,1.0,,702.0,0.0,2.0,4.5,,0,0.0,,2.0,702.0,Other,351.0,,39.0
486366,F,True,False,usa,miami,TNT,49,0.0,2.0,1.0,1.0,2241.0,686.38,1.3333333333333333,3.6666666666666665,1.0,0,1.0,,3.0,2927.38,Other,975.7933333333334,2927.38,152.79545454545456
487352,F,False,True,usa,phoenix,PHX,20,0.0,1.0,1.0,1.0,995.4,295.39,1.5,3.5,0.0,0,1.0,,2.0,1290.79,Other,645.395,1290.79,94.8
487637,M,False,True,usa,austin,AUS,53,0.0,1.0,2.0,1.0,941.8,684.21,1.0,3.0,0.5,0,2.0,,3.0,1626.01,Other,542.0033333333333,1626.01,104.64444444444445
488672,F,True,False,usa,chicago,MDW,51,0.0,1.0,3.0,1.3333333333333333,3245.5,1489.448,1.25,4.0,0.6666666666666666,0,2.0,,4.0,4734.948,Other,1183.737,3551.2110000000002,162.275
488827,F,False,False,usa,san antonio,SKF,38,2.0,0.0,4.0,1.1666666666666667,837.6,1160.662,1.25,2.75,0.3333333333333333,0,6.0,,6.0,1998.2620000000002,Other,333.0436666666667,1712.796,40.61090909090909
488865,F,False,False,canada,hamilton,YHM,37,0.0,0.0,3.0,1.0,895.0,575.0999999999999,1.0,3.333333333333333,1.0,0,3.0,,3.0,1470.1,Other,490.0333333333333,1470.1,89.5
488918,F,False,False,usa,san diego,SAN,49,1.0,0.0,5.0,1.3333333333333333,3366.4,5700.2,1.4,2.8,0.5,0,6.0,,6.0,9066.6,Other,1511.1000000000001,6799.950000000001,143.1292517006803
489096,F,False,False,usa,los angeles,LAX,41,0.0,0.0,3.0,1.3333333333333333,321.0,3728.75,1.3333333333333333,1.0,0.0,0,3.0,,3.0,4049.75,Other,1349.9166666666667,3037.3125,80.25
489575,F,True,True,canada,hamilton,YHM,47,0.0,0.0,4.0,1.0,1069.0,929.27,1.0,1.5,0.75,0,3.0,,4.0,1998.27,Other,499.5675,1998.27,178.16666666666666
489992,M,False,False,usa,bakersfield,BFL,31,0.0,1.0,2.0,2.0,4211.15,2500.675,2.333333333333333,3.6666666666666665,0.5,0,2.0,,3.0,6711.825,Other,2237.275,3355.9125,164.07077922077923
490201,F,False,True,usa,columbus,LCK,44,0.0,0.0,2.0,1.0,355.4,735.65,1.0,3.0,1.0,0,2.0,,2.0,1091.05,Other,545.525,1091.05,59.23333333333333
490517,F,True,True,usa,charlotte,CLT,53,2.0,0.0,1.0,1.3333333333333333,434.0,902.91,2.0,1.0,1.0,0,2.0,,3.0,1336.9099999999999,Other,445.6366666666666,1002.6824999999999,72.33333333333333
490629,F,False,True,usa,new york,LGA,39,0.0,0.0,4.0,1.0,2303.0,541.6139999999999,1.0,2.5,0.5,0,4.0,,4.0,2844.614,Other,711.1535,2844.614,230.3
491141,F,False,False,usa,omaha,OFF,52,1.0,0.0,4.0,1.4,4479.0,2139.376,1.5,2.5,0.6,0,4.0,,5.0,6618.376,Other,1323.6752000000001,4727.411428571429,238.87999999999997
491930,F,False,False,usa,mobile,MOB,43,0.0,0.0,3.0,1.6666666666666667,1095.0,1854.57,1.6666666666666667,2.0,1.0,0,3.0,,3.0,2949.5699999999997,Other,983.1899999999999,1769.7419999999997,109.5
492371,M,True,False,usa,dallas,DAL,45,0.0,0.0,2.0,1.0,365.0,745.46,1.0,3.0,0.5,0,2.0,,2.0,1110.46,Other,555.23,1110.46,60.833333333333336
493177,F,True,False,usa,chicago,ORD,48,0.0,0.0,4.0,1.0,4766.9,802.39,1.0,6.0,0.5,0,4.0,,4.0,5569.29,Other,1392.3225,5569.29,198.6208333333333
493718,F,True,True,usa,san antonio,SAT,56,0.0,1.0,3.0,2.0,6523.450000000001,5613.2075,1.75,4.75,0.0,0,3.0,,4.0,12136.657500000001,Other,3034.1643750000003,6068.328750000001,196.19398496240603
494294,F,True,False,usa,miami,TNT,41,0.0,0.0,4.0,1.0,1713.0,2025.33,1.0,2.75,0.75,0,4.0,,4.0,3738.33,Other,934.5825,3738.33,155.72727272727272
494374,F,False,False,canada,halifax,YHZ,49,0.0,0.0,2.0,,345.0,0.0,1.0,1.0,,0,0.0,,2.0,345.0,Other,172.5,,172.5
494463,F,False,True,usa,washington,IAD,37,2.0,0.0,2.0,,351.0,0.0,1.5,1.0,,0,0.0,,4.0,351.0,Other,87.75,,58.5
494484,F,False,False,usa,amarillo,AMA,20,0.0,2.0,1.0,2.0,5388.6,1797.516,1.3333333333333333,7.333333333333333,1.0,0,1.0,,3.0,7186.116,Other,2395.372,3593.058,183.70227272727274
494630,F,False,False,usa,modesto,MOD,20,0.0,1.0,0.0,,384.0,0.0,2.0,6.0,,0,0.0,,1.0,384.0,Other,384.0,,32.0
494985,F,False,False,canada,winnipeg,YWG,51,1.0,0.0,5.0,1.0,3510.0,1993.71,1.0,4.0,0.3333333333333333,0,5.0,,6.0,5503.71,Other,917.285,5503.71,146.25
495386,F,True,True,canada,edmonton,YED,57,1.0,0.0,2.0,1.0,993.6,888.8545,1.0,2.5,0.6666666666666666,0,3.0,,3.0,1882.4545,Other,627.4848333333333,1882.4545,132.48
496016,F,True,False,usa,new york,JFK,45,0.0,0.0,4.0,1.0,1770.6999999999998,894.642,1.0,2.0,0.75,0,3.0,,4.0,2665.3419999999996,Other,666.3354999999999,2665.3419999999996,221.33749999999998
496332,F,False,False,usa,new york,LGA,48,0.0,0.0,4.0,1.5,4716.0,2050.1025,1.5,4.25,0.75,0,4.0,,4.0,6766.1025,Other,1691.525625,4510.735,184.94117647058823
496566,F,False,False,canada,montreal,YHU,49,2.0,1.0,1.0,1.0,4345.0,1189.79,1.0,5.0,0.6666666666666666,0,3.0,,4.0,5534.79,Other,1383.6975,5534.79,217.25
497225,F,True,False,usa,phoenix,LUF,50,0.0,0.0,5.0,1.0,3058.0,1547.1675,1.0,3.0,0.2,0,5.0,,5.0,4605.1675,Other,921.0334999999999,4605.1675,203.86666666666667
497829,M,False,True,usa,baltimore,BWI,58,0.0,0.0,2.0,,538.7,0.0,1.0,1.5,,0,0.0,,2.0,538.7,Other,269.35,,179.5666666666667
497915,F,True,False,usa,tucson,DMA,41,0.0,0.0,4.0,1.0,1942.75,1313.58,1.0,2.0,1.0,0,4.0,,4.0,3256.33,Other,814.0825,3256.33,242.84375
498287,M,False,False,usa,san francisco,SFO,44,0.0,0.0,5.0,1.8,2222.0,9593.79,1.8,1.4,0.8,0,5.0,,5.0,11815.79,Other,2363.1580000000004,6564.3277777777785,176.34920634920633
498357,F,False,False,usa,new york,LGA,47,0.0,1.0,4.0,1.25,3403.8,3140.356,1.2,2.8,1.0,0,4.0,,5.0,6544.156000000001,Other,1308.8312,5235.3248,202.6071428571429
498574,F,True,False,usa,columbus,LCK,39,1.0,1.0,2.0,1.0,2213.0,646.96,1.0,4.0,0.6666666666666666,0,3.0,,4.0,2859.96,Other,714.99,2859.96,138.3125
498607,F,True,False,canada,winnipeg,YWG,45,0.0,0.0,2.0,1.5,345.0,1864.744,1.5,1.0,1.0,0,2.0,,2.0,2209.7439999999997,Other,1104.8719999999998,1473.1626666666664,115.0
499313,F,False,False,usa,new york,LGA,48,0.0,0.0,1.0,1.0,700.0,100.12,1.0,7.0,1.0,0,1.0,,1.0,800.12,Other,800.12,800.12,100.0
499375,F,False,False,canada,winnipeg,YAV,45,0.0,0.0,5.0,1.2,2011.4,3320.21,1.2,2.0,0.6,0,4.0,,5.0,5331.610000000001,Other,1066.3220000000001,4443.008333333334,167.61666666666667
499475,F,True,False,usa,oakland,OAK,40,0.0,0.0,3.0,,1049.0,0.0,1.0,2.0,,0,0.0,,3.0,1049.0,Other,349.6666666666667,,174.83333333333334
499634,F,False,True,usa,amarillo,AMA,37,0.0,0.0,1.0,1.0,180.0,161.83,1.0,2.0,1.0,0,1.0,,1.0,341.83000000000004,Other,341.83000000000004,341.83000000000004,90.0
499847,F,True,True,usa,oklahoma city,OKC,52,0.0,0.0,3.0,1.3333333333333333,1865.0,1304.56,1.3333333333333333,2.0,0.0,0,3.0,,3.0,3169.56,Other,1056.52,2377.17,233.125
499979,F,True,False,canada,toronto,YYZ,51,1.0,0.0,4.0,1.2,1489.3,4548.4800000000005,1.25,2.25,0.2,0,4.0,,5.0,6037.780000000001,Other,1207.556,5031.4833333333345,105.90577777777779
500299,F,False,False,usa,san antonio,RND,21,0.0,1.0,0.0,,360.0,0.0,1.0,2.0,,0,0.0,,1.0,360.0,Other,360.0,,180.0
500745,F,False,False,canada,toronto,YYZ,30,1.0,2.0,1.0,1.0,1921.4,848.31,1.0,4.333333333333333,0.5,0,2.0,,4.0,2769.71,Other,692.4275,2769.71,110.85000000000001
501087,F,True,False,usa,los angeles,LAX,59,0.0,0.0,2.0,1.0,1186.0,735.27,1.0,2.5,0.5,0,2.0,,2.0,1921.27,Other,960.635,1921.27,237.2
501125,M,True,True,usa,kansas city,MCI,48,0.0,0.0,2.0,1.0,1296.0,408.0,1.0,4.5,0.5,0,2.0,,2.0,1704.0,Other,852.0,1704.0,144.0
