user_id,gender,married,has_children,home_country,home_city,home_airport,age,amount_only_flight_trips,amount_only_hotel_trips,amount_pauschal_trips,seats,hotel_revenue_w_discount,flight_revenue_w_discount,rooms,nights,checked_bags,cancellation,amount_unique_destinations,fav_hotel
438937,F,False,False,usa,sacramento,SMF,39,,,2.0,,1255.25,,1.0,2.5,,0,,
438985,F,False,False,usa,new york,JFK,32,,,2.0,1.0,584.1,1281.7385,1.0,2.0,0.5,1,2.0,
440212,F,True,True,usa,winston-salem,INT,41,,,1.0,1.0,116.0,520.812,1.0,2.0,1.0,0,1.0,
441205,F,True,True,usa,san antonio,RND,49,2.0,,,1.0,,797.74,,,0.5,0,2.0,
441982,F,False,False,usa,new york,JFK,49,2.0,,3.0,1.4,2418.0,1848.183,1.0,2.6666666666666665,0.4,0,4.0,
442484,F,True,False,usa,houston,EFD,45,2.0,,1.0,1.0,85.0,757.417,1.0,1.0,0.3333333333333333,0,3.0,
442718,F,True,True,usa,new york,JFK,51,2.0,,2.0,1.25,1264.8,4080.4395,1.5,5.0,0.25,0,4.0,
442833,F,True,False,canada,calgary,YYC,41,,,4.0,1.25,1594.0,3764.6400000000003,1.25,1.25,0.25,0,4.0,
443305,F,False,False,usa,chicago,ORD,23,,,1.0,1.0,435.0,206.2,1.0,3.0,1.0,0,1.0,
444885,F,True,False,usa,amarillo,AMA,35,,,1.0,1.0,333.0,469.48,1.0,3.0,2.0,0,1.0,
446138,F,True,False,usa,houston,IAH,41,,1.0,1.0,1.0,5291.0,236.69,1.0,8.0,0.0,1,1.0,
447737,F,False,False,canada,calgary,YYC,44,1.0,,2.0,1.3333333333333333,229.6,3220.52,1.5,1.5,1.0,0,2.0,
447951,F,False,False,usa,columbus,LCK,44,,,2.0,,676.0,,1.0,1.5,,0,,
448025,F,False,False,canada,montreal,YHU,31,,,1.0,1.0,608.0,147.12,1.0,4.0,0.0,0,1.0,
448154,F,False,False,usa,los angeles,LAX,57,1.0,,1.0,3.0,1806.0,8185.4800000000005,2.0,7.0,0.0,0,2.0,
448295,M,True,False,usa,lubbock,LBB,53,,,2.0,1.0,556.0,526.45,1.0,1.5,0.5,0,2.0,Fairmont
449326,F,False,False,canada,halifax,YAW,41,,,2.0,1.0,715.0,1293.06,1.0,3.5,0.5,0,2.0,
449980,F,False,False,canada,winnipeg,YAV,20,,,,,,,,,,1,,
450164,F,True,False,usa,phoenix,PHX,39,,,4.0,1.5,2401.0,2292.07,1.5,3.25,0.5,0,4.0,Best Western
450193,F,False,False,canada,montreal,YUL,37,,,2.0,1.0,6068.0,1062.793,1.0,8.0,0.5,0,2.0,
451291,F,True,False,usa,st. louis,STL,56,3.0,,1.0,1.25,182.0,5680.313999999999,1.0,1.0,0.5,0,4.0,
452034,F,False,False,usa,cleveland,CLE,51,,,1.0,1.0,1570.0,262.41,1.0,5.0,1.0,2,1.0,
452532,F,False,False,usa,el paso,ELP,35,2.0,,,1.0,,641.1675,,,1.0,1,1.0,
452594,F,False,True,usa,las vegas,LSV,46,,1.0,3.0,1.0,4048.0,1025.8809999999999,1.25,5.25,0.3333333333333333,0,3.0,Extended Stay 
452612,F,True,True,usa,rochester,ROC,45,,,1.0,,592.0,,1.0,4.0,,1,,
453168,F,True,False,usa,new york,LGA,48,1.0,,3.0,1.0,728.0,1326.442,1.0,3.0,0.5,0,4.0,
454934,F,True,False,usa,tacoma,TCM,44,,,2.0,1.0,735.0,764.2,1.0,2.5,0.5,1,2.0,
456318,F,False,False,usa,los angeles,LAX,32,,,1.0,1.0,302.0,347.66,1.0,2.0,0.0,0,1.0,
456663,F,True,True,usa,new york,LGA,39,,,2.0,1.0,744.0,812.981,1.0,2.0,1.5,0,2.0,
456671,F,False,False,usa,san antonio,SAT,40,,,1.0,1.0,160.0,392.49,1.0,1.0,2.0,0,1.0,
457468,F,True,False,usa,phoenix,LUF,42,,2.0,2.0,2.0,3247.0,733.9775,1.5,4.5,2.0,0,2.0,
458479,F,False,False,usa,chicago,UGN,47,,1.0,1.0,1.0,2612.0,397.17,1.0,7.0,1.0,2,1.0,
458725,F,False,False,usa,montgomery,MXF,19,,,,,,,,,,0,,
458762,F,True,True,canada,montreal,YHU,42,3.0,1.0,,1.0,425.0,720.72,1.0,5.0,1.0,0,3.0,
458814,F,False,False,usa,oklahoma city,OKC,34,1.0,1.0,2.0,1.6666666666666667,4386.0,1227.479,1.6666666666666667,4.333333333333333,0.0,0,3.0,
458855,F,True,True,usa,tucson,TUS,32,,,2.0,1.5,520.8,1284.41,1.5,1.5,0.5,0,2.0,
458919,F,False,False,usa,fresno,FAT,38,,,2.0,1.0,298.0,1336.23,1.0,1.0,1.5,0,2.0,
459229,F,True,False,usa,new york,LGA,43,1.0,,3.0,1.75,5252.0,12978.553999999998,2.0,6.333333333333333,0.5,0,4.0,
460072,M,False,False,usa,kansas city,MCI,51,,1.0,1.0,1.0,1420.6999999999998,335.73,1.0,4.0,0.0,0,1.0,
460553,F,True,True,usa,laredo,LRD,57,,2.0,1.0,1.0,3853.0,513.07,1.0,8.666666666666666,1.0,0,1.0,
461559,F,False,False,canada,victoria,YYJ,34,1.0,,3.0,1.0,946.8,1155.87,1.0,3.6666666666666665,0.5,0,4.0,
462894,F,False,False,usa,columbus,LCK,53,1.0,,,1.0,,490.43,,,1.0,0,1.0,
463783,F,False,False,usa,st. louis,STL,52,2.0,1.0,1.0,1.0,5582.0,917.47,1.0,4.5,0.6666666666666666,0,3.0,
463867,F,False,False,usa,detroit,DTW,33,,,2.0,1.0,275.0,501.51,1.0,1.0,1.0,0,2.0,
464080,F,True,False,canada,quebec,YQB,73,,,1.0,1.0,600.0,126.7,1.0,5.0,2.0,0,1.0,
464239,F,False,False,usa,columbus,CMH,51,,,3.0,1.0,941.0,825.05,1.0,2.3333333333333335,0.3333333333333333,0,3.0,
465138,F,False,False,usa,birmingham,BHM,39,,,4.0,1.0,2224.0,845.97,1.0,2.5,0.75,0,4.0,
465343,F,True,True,usa,los angeles,LAX,54,,,2.0,1.5,3189.0,3062.3485,1.5,3.0,1.0,0,2.0,
465531,F,True,False,usa,newark,EWR,36,,,2.0,1.0,792.0,405.71,1.0,3.5,0.0,0,2.0,
465568,F,True,True,usa,el paso,BIF,51,,1.0,,,525.6,,1.0,3.0,,0,,
465731,F,False,False,usa,phoenix,LUF,58,,,2.0,1.0,2052.0,1063.8200000000002,1.0,5.0,0.0,1,2.0,
467092,F,False,True,usa,los angeles,LAX,20,,,,,,,,,,1,,
467339,F,False,True,usa,san diego,SAN,44,1.0,,2.0,1.3333333333333333,741.0,654.64,1.5,2.5,1.3333333333333333,0,3.0,
467809,F,False,True,usa,reno,RNO,49,,,3.0,1.0,647.0,1359.9699999999998,1.0,1.3333333333333333,0.3333333333333333,0,3.0,Starwood 
467892,F,False,False,usa,new york,JFK,33,,1.0,3.0,1.0,1625.4,1149.33,1.0,2.5,0.0,1,3.0,
468409,F,True,False,usa,jacksonville,NZC,51,,,4.0,1.0,2250.0,870.79,1.0,3.0,0.75,1,4.0,
468832,F,True,False,canada,montreal,YMX,39,,1.0,3.0,1.0,2044.0,1282.1799999999998,1.0,4.0,0.6666666666666666,1,3.0,
469440,F,True,True,usa,los angeles,LAX,46,1.0,,2.0,,531.0,,1.0,1.5,,1,,
469464,F,True,False,usa,mobile,BFM,48,1.0,2.0,1.0,2.0,2105.35,2416.76,1.6666666666666667,4.666666666666667,1.5,0,2.0,
469699,F,True,True,usa,new york,LGA,56,,1.0,1.0,1.0,705.0,94.0,1.0,2.5,2.0,0,1.0,
469824,F,False,False,usa,los angeles,LAX,53,,1.0,2.0,1.0,2130.0,190.25,1.3333333333333333,5.0,1.0,0,2.0,
471161,F,False,False,usa,houston,EFD,43,,,2.0,1.5,279.2,1565.942,1.5,1.5,1.5,0,2.0,
471186,F,True,False,usa,los angeles,LAX,52,,,2.0,1.0,246.8,1178.48,1.0,1.0,0.0,0,2.0,
471649,F,True,True,usa,fort worth,FTW,49,,1.0,,,96.0,,1.0,4.0,,0,,
471687,F,True,False,usa,los angeles,LAX,43,,,4.0,1.25,2531.0,1879.01,1.25,2.0,0.5,0,3.0,
471935,F,True,False,usa,laredo,LRD,50,,1.0,2.0,1.5,1440.0,2294.66,1.3333333333333333,2.0,0.0,0,2.0,
471946,F,True,True,usa,santa ana,SNA,47,,1.0,,,282.0,,1.0,3.0,,0,,
472394,F,False,False,usa,tucson,TUS,44,,1.0,1.0,1.0,3046.0,377.85,1.0,5.0,1.0,0,1.0,
472446,F,False,False,canada,toronto,YZD,19,1.0,,1.0,,420.0,,1.0,1.0,,0,,
473847,F,False,True,usa,chicago,MDW,33,,,1.0,2.0,836.0,1128.512,2.0,4.0,1.0,0,1.0,
474007,F,False,False,usa,chicago,ORD,20,,,1.0,1.0,146.0,77.23,1.0,1.0,0.0,0,1.0,
474120,M,False,True,canada,quebec,YQB,45,,,3.0,1.3333333333333333,4032.0,3898.62,1.3333333333333333,4.0,0.3333333333333333,1,3.0,
474239,F,True,True,usa,el paso,BIF,27,,,,,,,,,,1,,
474261,F,False,False,canada,toronto,YZD,36,,2.0,1.0,,2852.0,,1.0,6.666666666666667,,0,,
474278,F,False,False,usa,portland,PWM,27,,,,,,,,,,0,,
474464,F,True,False,usa,new york,LGA,59,1.0,,2.0,,1248.0,,2.0,2.5,,0,,Radisson 
475060,F,False,False,usa,new york,LGA,33,,,2.0,1.0,668.0,295.48,1.0,3.0,1.0,0,2.0,
475467,F,False,False,usa,san antonio,SAT,37,,,3.0,1.0,1920.3,959.4565,1.0,2.6666666666666665,1.0,0,3.0,Marriott 
475531,F,False,False,usa,detroit,YIP,40,1.0,,3.0,1.0,649.0,1319.8,1.0,2.0,0.75,0,3.0,
476104,F,False,True,usa,san jose,SJC,52,,1.0,6.0,1.0,6417.0,2646.31,1.1428571428571428,2.2857142857142856,1.1666666666666667,0,5.0,
476124,F,False,False,canada,edmonton,YED,37,,,3.0,1.0,1253.0,1224.9924999999998,1.0,2.6666666666666665,0.6666666666666666,0,3.0,
476270,M,False,False,canada,edmonton,YXD,53,,1.0,2.0,1.0,2251.0,627.29,1.0,4.333333333333333,0.5,0,2.0,
476535,F,False,True,canada,vancouver,YVR,50,1.0,,3.0,1.0,269.05,1792.21,1.0,1.3333333333333333,0.75,0,4.0,
476742,M,False,True,usa,orlando,ORL,50,1.0,1.0,,,2249.1,,1.0,9.0,,0,,
476956,F,False,False,canada,montreal,YUL,30,,1.0,2.0,1.0,1097.0,965.52,1.0,2.3333333333333335,0.0,0,2.0,
477285,F,True,False,usa,akron,AKR,54,,,2.0,1.0,513.0999999999999,632.5600000000001,1.0,1.5,0.5,0,2.0,
477597,F,True,True,usa,san diego,SAN,49,,,2.0,,591.0,,1.0,2.0,,0,,
477730,F,False,False,usa,san diego,SAN,47,,,5.0,1.2,5655.5,4865.92,1.2,3.8,0.0,0,4.0,
477805,F,False,False,usa,nashville,BNA,35,,1.0,,,2000.0,,1.0,10.0,,0,,
478291,F,True,True,usa,new york,LGA,49,,,2.0,1.0,494.0,802.3199999999999,1.0,1.0,1.0,0,2.0,
478533,F,True,False,usa,phoenix,PHX,50,,,1.0,1.0,348.0,445.66,1.0,4.0,0.0,0,1.0,
478801,F,True,False,usa,wichita,ICT,51,,,3.0,1.0,357.0,954.22,1.0,1.6666666666666667,0.6666666666666666,0,3.0,
478834,M,False,True,usa,st. petersburg,SPG,42,,,,,,,,,,0,,
479078,M,False,False,usa,san francisco,SFO,20,,,1.0,,870.0,,1.0,6.0,,0,,
480186,F,False,False,usa,san jose,SJC,26,,,,,,,,,,0,,
480690,F,False,False,usa,louisville,LOU,49,,,4.0,1.0,2479.3,838.664,1.0,2.25,0.5,0,4.0,
480877,F,True,False,usa,columbus,LCK,50,1.0,,3.0,1.25,1499.0,1361.404,1.3333333333333333,1.6666666666666667,1.0,0,3.0,
480895,F,False,False,usa,san antonio,SKF,44,,,2.0,,1470.0,,1.0,5.5,,1,,Choice Hotels
480975,F,True,False,canada,montreal,YMX,73,,,,,,,,,,0,,
481358,F,False,False,usa,dallas,DAL,20,1.0,,,,,,,,,0,,
481622,F,True,False,canada,london,YXU,44,,,4.0,,4325.8,,1.25,3.0,,0,,
481772,F,False,False,usa,oakland,OAK,35,1.0,2.0,,1.0,9588.0,84.932,1.0,17.0,1.0,0,1.0,
481781,F,False,False,usa,los angeles,LAX,77,,,,,,,,,,0,,
482335,F,False,False,usa,houston,HOU,44,,1.0,,,228.0,,1.0,2.0,,0,,
482424,F,False,False,usa,portland,PDX,42,,1.0,3.0,1.3333333333333333,2066.0,1537.664,1.25,2.5,0.6666666666666666,0,3.0,
482548,F,False,True,usa,houston,HOU,31,,,3.0,1.0,1832.0,655.52,1.0,3.6666666666666665,0.6666666666666666,1,3.0,
482602,F,False,False,usa,chicago,MDW,46,2.0,,2.0,1.75,490.0,3340.56,1.0,2.0,0.5,0,4.0,
482621,F,True,True,usa,new york,LGA,49,,1.0,1.0,,2334.0,,1.5,6.0,,0,,
483345,F,True,True,usa,new york,LGA,46,,,5.0,,2723.0,,1.4,2.2,,0,,Banyan Tree 
483483,F,True,True,canada,hamilton,YHM,47,,,2.0,1.0,387.0,275.81,1.0,1.5,0.5,0,2.0,
483525,F,True,True,canada,edmonton,YED,47,,,1.0,1.0,306.0,360.81,1.0,2.0,1.0,0,1.0,
483982,F,False,False,usa,oklahoma city,OKC,20,,,2.0,1.0,1205.0,513.73,1.0,3.5,0.5,0,2.0,
484418,F,True,False,usa,new york,JFK,39,,,3.0,1.0,1057.0,1312.46,1.0,3.6666666666666665,0.6666666666666666,0,3.0,
485393,F,False,False,usa,new york,LGA,28,,,,,,,,,,1,,
485505,F,False,False,usa,phoenix,PHX,29,,,2.0,1.5,1110.0,386.483,1.5,2.0,1.0,0,2.0,
485658,F,False,False,usa,los angeles,LAX,34,,,2.0,1.0,271.0,754.7,1.0,1.0,1.0,1,1.0,
485780,F,False,True,usa,el paso,BIF,42,,1.0,2.0,1.0,5125.4,494.6,1.0,5.333333333333333,0.5,0,2.0,
485785,F,False,False,usa,anchorage,EDF,33,1.0,1.0,1.0,1.0,1256.0,1664.63,1.5,2.5,1.0,0,2.0,
485891,F,False,True,usa,knoxville,TYS,35,,,1.0,1.0,176.4,227.86,1.0,2.0,0.0,1,1.0,
486113,F,True,False,canada,halifax,YHZ,50,,,2.0,1.0,286.0,620.276,1.0,1.5,0.5,0,2.0,
